id,title,authors,year,venue,publication_status,arxiv,doi,primary_url,domain,explicit_world_model,modeled_system,observation,state,state_type,action,transition,prediction_target,rollout_horizon,evaluation,dataset,downstream_purpose,strongest_contribution,limitation,relevance_to_MedicalWorldModel,rollout_mechanism,time_scale,uncertainty,planning,official_project_repository,read_depth,source_locator,version_note,verified_date,evidence_scope,metadata_verification
"M37","Benchmarking machine learning-based real-time respiratory signal predictors in 4D SBRT","Lukas Wimmert; Maximilian Nielsen; Frederic Madesta; Tobias Gauer; Christian Hofmann; Rene Werner","2024","Medical Physics 51(5):3173–3183","Published","UNKNOWN","10.1002/mp.17038","https://doi.org/10.1002/mp.17038","respiratory signal forecasting benchmark","no","external respiratory surrogate during 4D SBRT","noisy 25 Hz Varian RPM marker signal","scalar respiratory signal / denoised target; not an anatomical state","observed/inferred signal state, predictive but not geometric anatomy","none / autonomous physiological process; no commanded action input verified","Linear, DLinear, XGBoost, LSTM, full-history Transformer and limited-history Transformer predictors","single future respiratory signal point","480, 680 and 920 ms direct targets; no image/geometry rollout","2,502 signals from 416 patients; patient split 215/84/117; median/IQR nRMSE per signal; 70 OOD curves; online scaling after first 20 s","public respiratory database: 2,510 signals/419 patients current README; study analysis 2,502 signals/416 patients after removing 8 corrupted signals from 3 patients","real-time respiratory compensation/gating baseline selection","patient-level split, OOD evaluation and strong simple/deep baseline comparison across clinically relevant latency horizons","no anatomy images, contour, pose/action, treatment effect or uncertainty calibration","mandatory scalar timing/control baseline and fairness template; cannot establish visual anatomical world state","direct single-point regression from history; no recursive image rollout","25 Hz; 480/680/920 ms","not reported as calibrated predictive distribution","not performed","https://github.com/IPMI-ICNS-UKE/respiratory-motion-prediction; https://github.com/IPMI-ICNS-UKE/respiratory-signal-database","full publisher HTML/methods/evaluation and official database/code README","Medical Physics article methods/results; official GitHub README","Published 2024; official README current count differs from paper after corruption filtering","2026-09-12","VERIFIED: metadata, dataset counts, split, horizons, OOD protocol and repository links; INTERPRETATION: transfer to visual state benchmarking","Crossref DOI + official publisher article + official GitHub repositories checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M38","Performance comparison of prediction filters for respiratory motion tracking in radiotherapy","Alexander Jöhl; Stefanie Ehrbar; Matthias Guckenberger; Stephan Klöck; Mirko Meboldt; Melanie Zeilinger; Stephanie Tanadini-Lang; Marianne Schmid Daners","2020","Medical Physics 47(2):643–650","Published","UNKNOWN","10.1002/mp.13929","https://doi.org/10.1002/mp.13929","respiratory motion filter benchmark","no","scalar respiratory motion for radiotherapy tracking","93 standardized respiratory traces","scalar breathing signal","observed signal state, not anatomy","none / autonomous physiological process; no commanded action input verified","18 prediction filters including linear, LMS and wavelet filters","future respiratory signal","160 ms and 480 ms benchmark horizons","10 traces for hyperparameter optimization and 83 for evaluation; smooth-signal wavelet LMS/linear nRMSE below 0.05 at relevant horizons; noisy performance converges","93 respiratory traces","prediction-filter selection for radiotherapy tracking","broad simple-filter comparison showing signal smoothness/noise and horizon materially affect ranking","scalar signal only; no anatomical geometry, patient-level visual split, uncertainty calibration or planning","adversarial baseline against assuming a deep predictor is needed before measuring simple dynamics","direct filter prediction","160/480 ms","not reported as calibrated predictive distribution","not performed","UNKNOWN","official repository metadata and published article record; methods detail bounded","DOI/publisher record; ETH repository copy","Online publication 2019; print issue 2020; canonical citation uses 2020; first online 2019-12-07, issue 2020-02; canonical issue year 2020","2026-09-12","VERIFIED: metadata, 93-trace protocol, filter comparison and headline findings from primary record; INTERPRETATION: baseline relevance","Crossref DOI + ETH repository record checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M39","Real-time prediction and gating of respiratory motion in 3D space using extended Kalman filters and Gaussian process regression network","W. Bukhari; S.-M. Hong","2016","Physics in Medicine and Biology 61(5):1947–1967","Published","UNKNOWN","10.1088/0031-9155/61/5/1947","https://pubmed.ncbi.nlm.nih.gov/26878653/","3D respiratory motion / uncertainty-aware gating","no","3D respiratory marker/position motion","3D respiratory coordinates","per-coordinate extended-Kalman-filter state with residual multi-output GPRN","inferred geometric signal state with predictive covariance; not image anatomy","none / autonomous physiological process; no commanded action input verified","EKF transition plus GPRN residual correction","future 3D respiratory position and covariance/gating risk","192, 384 and 576 ms lookahead","304 respiratory traces; RMS error relative to no prediction reported at the three horizons; covariance trace used for gating high-error periods","304 respiratory traces; exact patient/subject split UNKNOWN in this audit","latency compensation and uncertainty-aware beam gating","combines 3D motion prediction with predictive covariance used to gate likely high-error periods","not image-derived anatomy; no calibrated contour/DVF uncertainty, action-conditioned intervention or closed-loop planning","direct prior art invalidating a broad novelty claim for uncertainty-aware 3D motion/gating","EKF/GPRN direct lookahead with covariance-based gating","192/384/576 ms","predictive covariance used operationally; calibration in anatomical space UNKNOWN","beam pause/gating thresholding, not model-based planning","UNKNOWN","PubMed record/abstract and primary journal metadata","PubMed 26878653","Published 2016; 3D extension of 2015 EKF+GPR work","2026-09-12","VERIFIED: metadata, 304-trace cohort, horizons and covariance-gating purpose from primary record; UNKNOWN: detailed split/calibration","Crossref/DOI + PubMed record; title/authors/year/volume/pages checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M40","Prediction of real-time cine-MR images during MRI-guided radiotherapy of liver cancer using a GAN–ConvLSTM network","Guodong Jin; Yuxiang Liu; Ran Wei; Bining Yang; Bo Pang; Xinyuan Chen; Hong Quan; Jianrong Dai; Kuo Men","2025","Medical Physics 52(5):3161–3172","Published","UNKNOWN","10.1002/mp.17609","https://pmc.ncbi.nlm.nih.gov/articles/PMC12082801/","cine-MR future-frame generation","no","liver cine-MR image sequence during MRI-guided radiotherapy","five sagittal cine-MR frames","GAN–ConvLSTM hidden/image representation","inferred predictive image state; not shown to be sufficient or clinically interpretable","none / autonomous physiological process; no commanded action input verified","ConvLSTM/GAN generator iteratively predicts future image content","next five cine-MR frames plus landmark displacement endpoint","five-frame future block; exact physical cadence and teacher-forcing/free-running semantics UNKNOWN","15 liver-cancer patients, 300 frames each; PSNR/SSIM/VIF/Pearson and manual landmark errors about 2.42±0.91 and 2.44±0.96 mm at steps 4/5; personalized per-patient models","15 liver-cancer patients; each sequence 300 frames","future cine-MR display/latency compensation during MRI-guided radiotherapy","future cine-MR image prediction with a physical landmark error endpoint","personalized per-patient models and no patient-independent split, calibrated uncertainty, action or planning; image quality does not establish simulator utility","negative control against equating future-frame generation with a medical world model","block future-frame generation with iterative spatial transformation","frame steps; physical cadence UNKNOWN","not reported as calibrated predictive distribution","not performed","UNKNOWN","full PMC article metadata/methods/results bounded","PMC12082801; methods and results","Published Medical Physics 2025 issue; DOI checked","2026-09-12","VERIFIED: metadata, patient/frame protocol and endpoint from PMC/publisher; UNKNOWN: exact rollout semantics; INTERPRETATION: world-model classification","Crossref DOI + PMC record; title/authors/year/volume/pages checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M41","Non-stationary transformers-based model for predicting liver motion for interleaved two-dimensional cine magnetic resonance imaging","Suzune Shimizu; Masato Tsuneda; Kota Abe; Takashi Uno; Hiroki Suyari; Yasukuni Mori","2026","Medical Physics 53:e70241","Published; first online 2025-12-29, issue 2026","UNKNOWN","10.1002/mp.70241","https://doi.org/10.1002/mp.70241","cine-MR centroid forecasting","no","liver motion in interleaved 2D cine-MR during MR-guided radiotherapy","interleaved cine-MR images","liver centroid from intensity-based deformable registration","inferred geometric summary state; not full anatomy or biology","none / autonomous physiological process; no commanded action input verified","NsTransformer compared with iTransformer, biLSTM-attention, LSTM and linear predictors","future liver centroid","direct 200, 400 and 600 ms targets","17 liver-cancer patients; RMSE and margin-based accuracy Pθ; Friedman/Nemenyi comparisons; about 5 ms prediction time; irregular-breathing degradation reported","17 liver-cancer patients; exact context window, split and patient weighting UNKNOWN from accessible publisher text","latency-compensated liver motion prediction for MR-guided radiotherapy","recent direct cine-MR centroid forecast with strong simple and sequence-model baselines and irregular-breathing stress","centroid endpoint only; no predictive distribution, full-shape state, action or planning; split/context details remain UNKNOWN","invalidates novelty claim that cine-MR centroid prediction itself is new; leaves full-shape/calibration as hypotheses only","direct horizon-specific regression","200/400/600 ms","not reported as calibrated predictive distribution","not performed","UNKNOWN","publisher metadata/abstract and Crossref record; methods detail bounded","DOI landing page and Crossref record","First online 2025-12-29; print/issue 2026 Medical Physics 53:e70241; online 2025-12-29, issue 2026-01; canonical issue year 2026","2026-09-12","VERIFIED: metadata, cohort, horizons, baselines and endpoints from primary publisher/Crossref; UNKNOWN: split/context/calibration; INTERPRETATION: novelty impact","Crossref DOI + Wiley publisher record checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M42","Real-time respiratory motion forecasting with online learning of recurrent neural networks for accurate targeting in externally guided radiotherapy","Michel Pohl; Mitsuru Uesaka; Hiroyuki Takahashi; Kazuyuki Demachi; Ritu Bhusal Chhatkuli","2025","Computer Methods and Programs in Biomedicine 269:108828","Published","2403.01607","10.1016/j.cmpb.2025.108828","https://doi.org/10.1016/j.cmpb.2025.108828","respiratory marker forecasting","no","3D external chest-marker respiratory motion","three external chest-marker coordinates sampled at 10 Hz and resampled evaluation rates","multivariate marker-position signal","observed geometric surrogate state, not internal anatomy","none / autonomous physiological process; no commanded action input verified","online UORO, SnAp-1, DNI, RTRL, LMS, SVR and linear predictors","future external-marker positions","direct horizons up to about 2.1 s at 3.33/10/30 Hz; free-running image rollout absent","9 sequences, 73–320 s; first minute used for training/testing protocol; nRMSE by method, regular/irregular breathing comparisons; SnAp-1/UORO and linear baselines reported","9 respiratory marker sequences; exact subject count UNKNOWN","latency compensation for externally guided radiotherapy targeting","online adaptation comparison showing method ranking depends on sampling rate and horizon","surrogate marker not anatomy; sequence-wise small study; no calibrated uncertainty, patient-independent population split or planning","invalidates broad novelty claim for online RNN motion forecasting and requires strong linear baseline","online direct horizon prediction; no verified recursive frame rollout","3.33/10/30 Hz; ≤2.1 s","not reported as calibrated predictive distribution","not performed","https://github.com/pohl-michel/2D-MR-image-prediction","published article metadata/abstract and official repository README; methods detail bounded","DOI landing page; official README references and time-series folder","Published 2025; arXiv:2403.01607 tracked separately","2026-09-12","VERIFIED: metadata, method family, sequence protocol and headline metrics from primary record/repository; UNKNOWN: full split/weighting detail; INTERPRETATION: transfer relevance","Crossref/DOI + official repository README checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M43","Dynamic Image Prediction Using Principal Component and Multi-Channel Singular Spectral Analysis: A Feasibility Study","Ritu Bhusal Chhatkuli; Kazuyuki Demachi; Naoki Miyamoto; Mitsuru Uesaka; Akihiro Haga","2015","Open Journal of Medical Imaging 5:133–142","Published","UNKNOWN","10.4236/ojmi.2015.53017","https://www.scirp.org/pdf/ojmi_2015090914071968.pdf","respiratory dynamic image prediction","no","lung respiratory image dynamics","CT and kilovoltage fluoroscopy/image sequence","PCA spatial modes plus multi-channel singular-spectrum-analysis temporal components","inferred low-dimensional image dynamics; not proven anatomical/physiological state","none / autonomous physiological process; no commanded action input verified","MSSA temporal prediction of the next breathing-period image","future dynamic respiratory image","next breathing period; exact recursive/direct semantics UNKNOWN","one lung-cancer CT sequence and moving phantom; cross-correlation reported above 0.999 for CT and 0.995 for kV phantom","one lung-cancer CT sequence plus moving phantom","feasibility of dynamic image prediction for motion compensation","early PCA+MSSA image-forecast feasibility baseline","single sequence/phantom feasibility, no patient split, calibrated uncertainty, state endpoint or planning","negative control against calling PCA temporal image synthesis a novel world model state-transition contribution","low-rank PCA representation followed by MSSA temporal forecast and image reconstruction","breathing-period scale; exact frame cadence UNKNOWN","not reported","not performed","UNKNOWN","full official PDF and metadata; methods/evaluation read","SCIRP official PDF; methods and results","Published 2015; DOI checked","2026-09-12","VERIFIED: metadata, model components, datasets and headline correlations from official PDF; UNKNOWN: exact rollout contract; INTERPRETATION: novelty impact","DOI/publisher PDF metadata checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M44","Signal-aware deep learning–based respiratory motion prediction for lung tumor management","Kaushik Pratim Das; Chandra J.; Partha Pratim Medhi","2026","Frontiers in Oncology 16:1735140","Published","UNKNOWN","10.3389/fonc.2026.1735140","https://www.frontiersin.org/journals/oncology/articles/10.3389/fonc.2026.1735140/full","respiratory surrogate signal prediction","no","lung-tumor respiratory motion surrogate derived from PET/CT","PET/CT-derived HU/time-intensity surrogate signals and amplitude classes","low-dimensional surrogate signal plus amplitude-class representation","inferred predictive signal state; physical anatomy and tumor displacement not directly established","none / autonomous physiological process; no commanded action input verified","dilated CNN plus bidirectional LSTM and autoencoder components","future respiratory surrogate and signal-derived classification outputs","authors report 50–500 ms prediction; exact direct/recursive contract UNKNOWN","authors report 1,777 patients and approximately 400,000 signal segments with an 80/20 patient split; RMSE/MAE/AUC/F1; no confidence intervals or hypothesis tests verified","private/confidential PET/CT-derived signals; article says data cannot be shared","respiratory motion management / lung tumor targeting proxy","recent large reported cohort and signal-aware hybrid predictor with patient-level split","no physical-space calibration to tumor/marker displacement, dosimetry, closed-loop treatment evaluation or public reproducibility; authors defer these validations","latest adversarial caution: high algorithmic signal metrics on private surrogates do not establish anatomical state, simulator utility or clinical benefit","hybrid signal prediction/classification; exact autoregressive rollout UNKNOWN","50–500 ms reported horizons","no calibrated predictive distribution or statistical uncertainty intervals verified","not performed","UNKNOWN","full official Frontiers HTML methods/results/discussion","Frontiers in Oncology article §§Methods, Results, Data availability and Discussion","Published 2026-02-13; DOI and article number canonical","2026-09-12","VERIFIED: metadata, reported cohort, architecture family, horizons, metrics, nonpublic-data and missing-calibration statements from official article; INTERPRETATION: transfer/novelty impact","Official Frontiers article and DOI record checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M45","Trackerless Freehand Ultrasound with Sequence Modelling and Auxiliary Transformation Over Past and Future Frames","Qi Li; Ziyi Shen; Qian Li; Dean C. Barratt; Thomas Dowrick; Matthew J. Clarkson; Tom Vercauteren; Yipeng Hu","2023","IEEE ISBI 2023, pp. 1-5","Peer-reviewed conference paper; arXiv 2211.04867v2","2211.04867v2","10.1109/ISBI53787.2023.10230773","https://doi.org/10.1109/ISBI53787.2023.10230773","Trackerless freehand ultrasound reconstruction","no","Rigid probe-motion estimation from ultrasound image sequences","Past/future ultrasound frames; optical-tracker labels for training/evaluation","Pairwise rigid transformation history","Geometric motion estimate; not anatomy state","None; measured probe motion labels","CNN/RNN predicts pairwise transform with delayed future-frame setup","Rigid transform and reconstructed volume","Frame intervals up to roughly 1 second; delayed prediction","Frame error, accumulated tracking, volume Dice and final drift","19 volunteers, 38 forearms, 228 scans, 36-430 frames, 20 fps, optical tracker","Trackerless 3D ultrasound reconstruction","Sequence model with auxiliary transformation over past/future frames","No target-view anatomy forecasting or causal action intervention; future context is not prefix-only","Adversarial prior against broad sequence-memory novelty","Delayed transform prediction","Frame-level; approximately sub-second to one-second intervals","Not a calibrated forecast","No","https://github.com/ucl-candi/freehand","Full paper PDF, §§2-3; official code metadata","ISBI paper §§2.1, 3.1-3.3, Table 1","Published ISBI version canonical; arXiv 2211.04867v2 recorded","2026-09-12","Primary IEEE paper/arXiv and official code","Title/venue/DOI verified through IEEE DOI; authors checked against PDF; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M46","Long-Term Dependency for 3D Reconstruction of Freehand Ultrasound Without External Tracker","Qi Li; Ziyi Shen; Qian Li; Dean C. Barratt; Thomas Dowrick; Matthew J. Clarkson; Tom Vercauteren; Yipeng Hu","2024","IEEE Transactions on Biomedical Engineering 71(3):1033-1042","Peer-reviewed journal article; arXiv 2310.10248","2310.10248","10.1109/TBME.2023.3325551","https://doi.org/10.1109/TBME.2023.3325551","Trackerless freehand ultrasound reconstruction","no","Long-history image-to-transform reconstruction","Past/future/delayed ultrasound image sequences","History-dependent rigid motion representation","Geometric/protocol-sensitive predictive feature","None","Long-history transform prediction","Pairwise transforms and reconstructed volume","Frame and accumulated reconstruction horizon","Frame/accumulated tracking, volume Dice and drift; history-length and protocol analyses","Same UCL freehand ultrasound family; 19 volunteers, 38 forearms, 228 scans","Improve trackerless 3D reconstruction","Explicit long-term dependency/history-length study","No target observation forecasting; history gains confounded by acquisition protocol","Requires protocol/coverage-matched memory ablations","History window transform estimation","Frame to accumulated scan","Not reported as calibrated predictive uncertainty","No","https://discovery.ucl.ac.uk/id/eprint/10179008/","Full publisher/HTML paper and UCL record","TBME methods/results; UCL record","Published journal version canonical; arXiv 2310.10248 recorded","2026-09-12","Primary journal record/full text and UCL repository","Title/authors/year/venue/DOI verified via IEEE DOI and UCL record; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M47","Privileged Anatomical and Protocol Discrimination in Trackerless 3D Ultrasound Reconstruction","Qi Li; Ziyi Shen; Qian Li; Dean C. Barratt; Thomas Dowrick; Matthew J. Clarkson; Tom Vercauteren; Yipeng Hu","2023","ASMUS 2023 / MICCAI LNCS 14337:142-151","Peer-reviewed workshop/proceedings paper; arXiv 2308.10293","2308.10293","10.1007/978-3-031-44521-7_14","https://doi.org/10.1007/978-3-031-44521-7_14","Trackerless freehand ultrasound reconstruction","no","Image sequence reconstruction with privileged anatomy/protocol discrimination","Ultrasound sequence plus training-time anatomy/protocol labels","Predictive feature constrained to discriminate anatomy and protocol","Representation with auxiliary semantic/protocol supervision; not clinical state","None","Trackerless transform/reconstruction with auxiliary discriminators","Frame/volume reconstruction and transform quality","Accumulated scan reconstruction","Frame/volume reconstruction and error metrics; anatomy/protocol ablations","Same 19-volunteer, six-protocol freehand ultrasound setting","Improve trackerless 3D reconstruction","Tests anatomy and protocol factors explicitly rather than treating latent as anatomy by default","No future-view query or multi-step predictive anatomy evaluation","Direct adversarial evidence against unverified claims that history latent equals anatomy state","Sequence reconstruction","Scan-level accumulation","Not reported","No","https://discovery.ucl.ac.uk/id/eprint/10178259/","Accepted/full PDF and official UCL record","MICCAI/ASMUS paper methods and experiments","Published LNCS version canonical; arXiv 2308.10293 recorded","2026-09-12","Primary proceedings record/PDF and UCL repository","Title/venue/DOI verified at Springer DOI; authors checked against PDF; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M48","Nonrigid Reconstruction of Freehand Ultrasound Without a Tracker","Qi Li; Ziyi Shen; Qianye Yang; Dean C. Barratt; Matthew J. Clarkson; Tom Vercauteren; Yipeng Hu","2024","MICCAI 2024, LNCS 15004, pp. 689-699","Peer-reviewed conference paper; arXiv 2407.05767","2407.05767","10.1007/978-3-031-72083-3_64","https://papers.miccai.org/miccai-2024/568-Paper2245.html","Nonrigid freehand ultrasound reconstruction","no","Rigid-plus-dense-deformation reconstruction","Ultrasound frames and optical rigid labels/landmarks during training/evaluation","Rigid pose plus dense deformation field","Geometric registration state; dense physical tissue state not independently observed","None","Image registration and dense deformation estimation","Nonrigid 3D reconstruction and deformation field","Scan reconstruction; no future forecast","GPE/GLE/LPE/LLE and reconstruction comparisons","60 volunteers, 720 scans, over 357K frames, about 500 frames/scan, subject split","Improve freehand ultrasound reconstruction under tissue deformation","Introduces nonrigid reconstruction with dense deformation field","No dense ground-truth deformation; rigid tracker labels/manual landmarks do not prove physical contact dynamics","Weakens broad nonrigid-state novelty while leaving prefix forecast/contact separation open","Registration-based reconstruction","Within-scan","Not reported as calibrated","No","https://github.com/QiLi111/NR-Rec-FUS","Full PDF; official MICCAI page and code README","MICCAI paper methods/results and Tables 1-2","Published MICCAI version canonical; arXiv 2407.05767 recorded","2026-09-12","Primary proceedings PDF, DOI, official code/page","Title/venue/DOI verified through MICCAI/Springer; author list requires full proceedings check; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"G33","GenNBV: Generalizable Next-Best-View Policy for Active 3D Reconstruction","Xiao Chen; Quanyi Li; Tai Wang; Tianfan Xue; Jiangmiao Pang","2024","CVPR 2024, pp. 16436-16445","Peer-reviewed conference paper; arXiv 2402.16174","2402.16174v3","UNKNOWN","https://openaccess.thecvf.com/content/CVPR2024/html/Chen_GenNBV_Generalizable_Next-Best-View_Policy_for_Active_3D_Reconstruction_CVPR_2024_paper.html","General computer vision active 3D reconstruction","no","Active RGB-D camera reconstruction environment","RGB-D, camera pose, history actions and scene occupancy/unknown state","Probabilistic occupied/free/unknown occupancy plus semantic/action embeddings","Geometric/uncertainty-aware scene state","5D free-space camera action in Isaac Gym","Environment transition provided by Isaac Gym; occupancy map updated with new observed depth; no learned forward world transition","Next-best camera viewpoint from policy, not a predicted future scene","Multi-step view budgets","Coverage, AUC and Chamfer on Houses3K/OmniObject3D under budgets","Houses3K and OmniObject3D plus Isaac Gym simulator","Active next-best-view planning for 3D reconstruction","Generalizable policy with uncertainty/unknown-space and budgeted multi-step evaluation","Provided simulator and geometric ground truth; does not establish learned world simulation or transfer to medical contact/acquisition dynamics","Transfer budgeted coverage/support evaluation; boundary case separating policy-in-simulator from a learned world model","Execute PPO policy in simulator, receive true simulated observation, update map each step","Discrete view/action steps","Probabilistic occupancy with occupied/free/unknown categories; no calibrated future-state uncertainty evaluation","Learned NBV view-selection policy; no search through learned imagined dynamics","https://github.com/zjwzcx/GenNBV","full methods/evaluation HTML + official CVF/project metadata","Root: arXiv v3 §§3.1–3.3, §4, Appendix A.1; CVF metadata","Published CVPR version canonical; arXiv 2402.16174 recorded; DOI UNKNOWN","2026-09-12","Primary CVPR paper, project page and code","Title/year/venue verified against CVF; complete authors/DOI not independently recorded"
"M49","Automatic Probe Movement Guidance for Freehand Obstetric Ultrasound","Richard Droste; Lior Drukker; Aris T. Papageorghiou; J. Alison Noble","2020","MICCAI 2020, LNCS 12263, pp. 583-592","Peer-reviewed conference paper; arXiv 2007.04480","2007.04480","10.1007/978-3-030-59716-0_56","https://pmc.ncbi.nlm.nih.gov/articles/PMC7116254/","Obstetric ultrasound probe guidance","no","Freehand probe movement guidance","Ultrasound video and probe IMU","Probe/view guidance representation","Predictive guidance feature; not world state","Probe movement guidance","Guidance prediction; no explicit learned world transition","Probe movement/target view","Guidance episodes; no named world-model rollout","Guidance accuracy on routine scans","464 examinations and 17 accredited sonographers, as reported by source","Assist acquisition of standard obstetric views","Early clinical acquisition guidance prior to named medical WMs","No explicit state-transition simulator or active planning evidence","Adversarial prior against treating probe guidance alone as a new WM contribution","Direct guidance prediction","Video/acquisition episode","Not reported","No explicit planning","https://pmc.ncbi.nlm.nih.gov/articles/PMC7116254/","Primary PMC full text and arXiv metadata","MICCAI paper methods/results; PMC full text","Published MICCAI version canonical; arXiv 2007.04480 recorded","2026-09-12","Primary paper full text/PMC","DOI/venue/year verified; author list not duplicated here because source is canonical; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M50","RecON: Online learning for sensorless freehand 3D ultrasound reconstruction","Mingyuan Luo; Xin Yang; Hongzhang Wang; Haoran Dou; Xindi Hu; Yuhao Huang; Nishant Ravikumar; Songcheng Xu; Yuanji Zhang; Yi Xiong; Wufeng Xue; Alejandro F. Frangi; Dong Ni; Litao Sun","2023","Medical Image Analysis 87, 102810","Peer-reviewed journal article","UNKNOWN","10.1016/j.media.2023.102810","https://doi.org/10.1016/j.media.2023.102810","Sensorless freehand ultrasound reconstruction","no","Online-adapted sensorless 3D reconstruction","Freehand ultrasound image sequences","Reconstruction feature/shape prior","Geometric reconstruction representation","None","Online test-time adaptation with motion-weighted/pseudo-supervised reconstruction","3D reconstruction","Scan reconstruction; future query forecast not verified","Reconstruction metrics as described by publisher/official code","UNKNOWN from audited metadata","Sensorless freehand 3D ultrasound reconstruction","Online learning with motion-weighted loss, pseudo-supervision and shape prior","Not evidence of prefix-only target-view forecast; methods not used for stronger claim in this audit","Adjacent reconstruction baseline and leakage risk via online adaptation","Online adaptation/reconstruction","Within scan","UNKNOWN","No","https://github.com/Lmy0217/RecON","Publisher abstract, official code/README and metadata; not full methods","Publisher DOI page and official GitHub README","Published journal version; no arXiv record verified","2026-09-12","Primary publisher metadata/abstract and official repository","Title/year/venue/DOI verified via publisher DOI; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M51","TUS-REC2024: A Challenge to Reconstruct 3D Freehand Ultrasound Without External Tracker","Qi Li; Shaheer U. Saeed; Yuliang Huang; Mingyuan Luo; Zhongnuo Yan; Jiongquan Chen; Xin Yang; Dong Ni; Nektarios Winter; Phuc Nguyen; Lucas Steinberger; Caelan Haney; Yuan Zhao; Mingjie Jiang; Bowen Ren; SiYeoul Lee; Seonho Kim; MinKyung Seo; MinWoo Kim; Yimeng Dou; Zhiwei Zhang; Yin Li; Tomy Varghese; Dean C. Barratt; Matthew J. Clarkson; Tom Vercauteren; Yipeng Hu","2025","UNKNOWN; arXiv 2506.21765v2","arXiv challenge paper v2; venue UNKNOWN","2506.21765v2","UNKNOWN","https://arxiv.org/html/2506.21765","Freehand 3D ultrasound reconstruction benchmark","no","Full-scan ultrasound-to-3D reconstruction with optical tracking","Temporally ordered ultrasound frames, tracked transforms and calibration","3D reconstructed volume/displacement field","Geometric reconstruction state; not future predictive state","None in public benchmark schema; trajectory is measured","Reconstruction from scan sequence; no forecast transition","Global/local displacement and reconstructed volume","Full scan; no prefix/query horizon in official task","SIFT landmark/pixel GPE/GLE/LPE/LLE and runtime; subject split","85 healthy volunteers, 2,040 scans, 24 scans/person; 20 fps, 480x640, optical tracker; 50/3/32 subject split","Benchmark tracked freehand 3D ultrasound reconstruction","Public acquisition/configuration/calibration and reconstruction benchmark metadata","Exact per-scan duration/gaps, command/force logs and prefix future-query protocol are UNKNOWN","Potential measured-pose query source only after metadata/access audit; does not support action-conditioned claim","Full-scan reconstruction","20 fps nominal; exact valid-frame horizon UNKNOWN","Tracker RMS/repeatability reported; predictive uncertainty not evaluated","No","https://github-pages.ucl.ac.uk/tus-rec-challenge/TUS-REC2024/","Official data/task/assessment/policy pages, arXiv HTML §§2-4, Zenodo metadata","arXiv §§2-4; official data/task/assessment/policy; Zenodo Parts 1-2/validation","v2 dated 2025-11-13; venue/DOI UNKNOWN; policy says CC BY NC SA/research-only","2026-09-12","Primary arXiv challenge paper, official challenge pages, Zenodo records","Counts/config/split/license policy cross-checked across official pages and challenge paper; per-scan details UNKNOWN"
